"url_bollettino","data","codice_regione","denominazione_regione","codice_provincia","denominazione_provincia","sigla_provincia","lat","long","specie","nuovi_casi","casi_totali"
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_03.pdf",2022-07-05,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_04.pdf",2022-07-12,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_05.pdf",2022-07-19,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Cornacchia",2,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_05.pdf",2022-07-19,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_05.pdf",2022-07-19,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_06.pdf",2022-07-26,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_06.pdf",2022-07-26,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_06.pdf",2022-07-26,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_06.pdf",2022-07-26,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_06.pdf",2022-07-26,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",2,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Gazza",2,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Cornacchia",1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Gazza",0,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"Gazza",2,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Cornacchia",1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",11,13
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",3,5
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Gazza",0,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Gazza",4,5
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Ghiandaia",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Cornacchia",1,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Gazza",3,4
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,8,"Emilia-Romagna",99,"Rimini","RN",44.06090087,12.5656295,"Gazza",2,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,"Cornacchia",2,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"Gazza",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",1,14
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Cornacchia",2,4
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Gazza",3,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",0,5
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Gazza",0,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Gazza",0,5
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Ghiandaia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Cornacchia",0,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Gazza",0,4
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,8,"Emilia-Romagna",99,"Rimini","RN",44.06090087,12.5656295,"Gazza",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Gazza",1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Ghiandaia",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,20,"Sardegna",111,"Sud Sardegna","SU",39.16641462,8.526242676,"Cornacchia",2,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Cornacchia",2,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Ghiandaia",3,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"Gazza",1,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Cornacchia",2,4
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",1,15
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Cornacchia",0,4
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Gazza",0,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",0,5
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Gazza",0,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Gazza",0,5
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Ghiandaia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Cornacchia",0,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Gazza",0,4
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,8,"Emilia-Romagna",99,"Rimini","RN",44.06090087,12.5656295,"Gazza",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Gazza",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Ghiandaia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,20,"Sardegna",111,"Sud Sardegna","SU",39.16641462,8.526242676,"Cornacchia",2,4
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Ghiandaia",0,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,1,"Piemonte",6,"Alessandria","AL",44.91297351,8.615401155,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"Cornacchia",2,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"Gazza",0,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"Ghiandaia",2,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Cornacchia",0,4
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",3,18
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Cornacchia",1,5
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Gazza",0,3
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Ghiandaia",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",1,6
