"url_bulletins","data","host","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_12.pdf",2020-10-07,"mosquitoes",5,77
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_13.pdf",2020-10-14,"humans",8,65
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_13.pdf",2020-10-14,"equids",0,13
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_13.pdf",2020-10-14,"target birds",0,89
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_13.pdf",2020-10-14,"wild birds",0,19
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_13.pdf",2020-10-14,"mosquitoes",0,77
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_14.pdf",2020-10-21,"humans",3,68
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_14.pdf",2020-10-21,"equids",0,13
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_14.pdf",2020-10-21,"target birds",0,89
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_14.pdf",2020-10-21,"wild birds",1,20
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_14.pdf",2020-10-21,"mosquitoes",0,77
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_15.pdf",2020-10-28,"humans",0,68
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_15.pdf",2020-10-28,"equids",0,13
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_15.pdf",2020-10-28,"target birds",9,98
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_15.pdf",2020-10-28,"wild birds",2,22
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_15.pdf",2020-10-28,"mosquitoes",0,77
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_16.pdf",2020-11-04,"humans",0,68
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_16.pdf",2020-11-04,"equids",0,13
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_16.pdf",2020-11-04,"target birds",8,106
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_16.pdf",2020-11-04,"wild birds",4,26
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_16.pdf",2020-11-04,"mosquitoes",0,77
