"url_bulletins","data","host","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_01.pdf",2020-07-22,"humans",0,0
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_01.pdf",2020-07-22,"equids",0,0
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_01.pdf",2020-07-22,"target birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_01.pdf",2020-07-22,"wild birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_01.pdf",2020-07-22,"mosquitoes",2,2
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_02.pdf",2020-07-29,"humans",0,0
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_02.pdf",2020-07-29,"equids",0,0
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_02.pdf",2020-07-29,"target birds",1,1
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_02.pdf",2020-07-29,"wild birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_02.pdf",2020-07-29,"mosquitoes",6,8
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_03.pdf",2020-08-05,"humans",0,0
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_03.pdf",2020-08-05,"equids",0,0
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_03.pdf",2020-08-05,"target birds",0,1
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_03.pdf",2020-08-05,"wild birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_03.pdf",2020-08-05,"mosquitoes",0,8
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_04.pdf",2020-08-12,"humans",2,2
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_04.pdf",2020-08-12,"equids",1,1
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_04.pdf",2020-08-12,"target birds",7,8
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_04.pdf",2020-08-12,"wild birds",1,1
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_04.pdf",2020-08-12,"mosquitoes",7,15
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_05.pdf",2020-08-19,"humans",17,19
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_05.pdf",2020-08-19,"equids",1,2
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_05.pdf",2020-08-19,"target birds",13,21
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_05.pdf",2020-08-19,"wild birds",0,1
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_05.pdf",2020-08-19,"mosquitoes",15,30
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_06.pdf",2020-08-26,"humans",3,22
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_06.pdf",2020-08-26,"equids",3,5
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_06.pdf",2020-08-26,"target birds",11,32
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_06.pdf",2020-08-26,"wild birds",2,3
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_06.pdf",2020-08-26,"mosquitoes",14,44
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_07.pdf",2020-09-02,"humans",7,29
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_07.pdf",2020-09-02,"equids",0,5
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_07.pdf",2020-09-02,"target birds",10,42
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_07.pdf",2020-09-02,"wild birds",2,5
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_07.pdf",2020-09-02,"mosquitoes",2,46
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_08.pdf",2020-09-09,"humans",3,32
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_08.pdf",2020-09-09,"equids",0,5
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_08.pdf",2020-09-09,"target birds",3,45
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_08.pdf",2020-09-09,"wild birds",3,8
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_08.pdf",2020-09-09,"mosquitoes",7,53
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_09.pdf",2020-09-16,"humans",10,42
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_09.pdf",2020-09-16,"equids",1,6
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_09.pdf",2020-09-16,"target birds",13,58
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_09.pdf",2020-09-16,"wild birds",3,11
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_09.pdf",2020-09-16,"mosquitoes",17,70
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_10.pdf",2020-09-23,"humans",1,43
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_10.pdf",2020-09-23,"equids",4,10
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_10.pdf",2020-09-23,"target birds",6,64
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_10.pdf",2020-09-23,"wild birds",0,11
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_10.pdf",2020-09-23,"mosquitoes",0,70
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_11.pdf",2020-09-30,"humans",11,54
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_11.pdf",2020-09-30,"equids",2,12
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_11.pdf",2020-09-30,"target birds",20,84
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_11.pdf",2020-09-30,"wild birds",3,14
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_11.pdf",2020-09-30,"mosquitoes",2,72
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_12.pdf",2020-10-07,"humans",3,57
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_12.pdf",2020-10-07,"equids",1,13
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_12.pdf",2020-10-07,"target birds",5,89
"https://github.com/fbranda/west-nile/blob/main/2020/bulletins/WN_News_2020_12.pdf",2020-10-07,"wild birds",5,19
