"url_bulletins","data","host","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_01.pdf",2018-06-27,"humans",1,1
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_01.pdf",2018-06-27,"equids",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_01.pdf",2018-06-27,"target birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_01.pdf",2018-06-27,"wild birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_01.pdf",2018-06-27,"mosquitoes",4,4
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_02.pdf",2018-07-04,"humans",0,1
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_02.pdf",2018-07-04,"equids",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_02.pdf",2018-07-04,"target birds",8,8
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_02.pdf",2018-07-04,"wild birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_02.pdf",2018-07-04,"mosquitoes",6,10
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_03.pdf",2018-07-11,"humans",3,4
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_03.pdf",2018-07-11,"equids",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_03.pdf",2018-07-11,"target birds",0,8
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_03.pdf",2018-07-11,"wild birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_03.pdf",2018-07-11,"mosquitoes",1,11
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_04.pdf",2018-07-18,"humans",0,4
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_04.pdf",2018-07-18,"equids",1,1
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_04.pdf",2018-07-18,"target birds",1,9
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_04.pdf",2018-07-18,"wild birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_04.pdf",2018-07-18,"mosquitoes",48,59
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_05.pdf",2018-07-25,"humans",20,24
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_05.pdf",2018-07-25,"equids",0,1
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_05.pdf",2018-07-25,"target birds",10,19
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_05.pdf",2018-07-25,"wild birds",16,16
