"url_bulletins","data","host","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_05.pdf",2018-07-25,"mosquitoes",32,91
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_06.pdf",2018-08-01,"humans",28,52
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_06.pdf",2018-08-01,"equids",0,1
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_06.pdf",2018-08-01,"target birds",6,25
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_06.pdf",2018-08-01,"wild birds",2,18
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_06.pdf",2018-08-01,"mosquitoes",22,113
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_07.pdf",2018-08-08,"humans",73,125
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_07.pdf",2018-08-08,"equids",16,17
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_07.pdf",2018-08-08,"target birds",8,33
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_07.pdf",2018-08-08,"wild birds",4,22
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_07.pdf",2018-08-08,"mosquitoes",60,173
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_08.pdf",2018-08-22,"humans",130,255
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_08.pdf",2018-08-22,"equids",37,54
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_08.pdf",2018-08-22,"target birds",19,52
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_08.pdf",2018-08-22,"wild birds",8,30
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_08.pdf",2018-08-22,"mosquitoes",78,251
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_09.pdf",2018-08-29,"humans",79,334
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_09.pdf",2018-08-29,"equids",15,69
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_09.pdf",2018-08-29,"target birds",3,55
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_09.pdf",2018-08-29,"wild birds",6,36
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_09.pdf",2018-08-29,"mosquitoes",15,266
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_10.pdf",2018-09-05,"humans",31,365
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_10.pdf",2018-09-05,"equids",26,95
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_10.pdf",2018-09-05,"target birds",10,65
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_10.pdf",2018-09-05,"wild birds",14,50
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_10.pdf",2018-09-05,"mosquitoes",43,309
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_11.pdf",2018-09-19,"humans",95,460
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_11.pdf",2018-09-19,"equids",36,131
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_11.pdf",2018-09-19,"target birds",52,117
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_11.pdf",2018-09-19,"wild birds",19,69
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_11.pdf",2018-09-19,"mosquitoes",72,381
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_12.pdf",2018-09-26,"humans",44,504
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_12.pdf",2018-09-26,"equids",11,142
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_12.pdf",2018-09-26,"target birds",3,120
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_12.pdf",2018-09-26,"wild birds",3,72
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_12.pdf",2018-09-26,"mosquitoes",23,404
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_13.pdf",2018-10-03,"humans",10,514
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_13.pdf",2018-10-03,"equids",20,162
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_13.pdf",2018-10-03,"target birds",5,125
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_13.pdf",2018-10-03,"wild birds",2,74
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_13.pdf",2018-10-03,"mosquitoes",1,405
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_14.pdf",2018-10-10,"humans",30,544
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_14.pdf",2018-10-10,"equids",5,167
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_14.pdf",2018-10-10,"target birds",8,133
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_14.pdf",2018-10-10,"wild birds",5,79
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_14.pdf",2018-10-10,"mosquitoes",2,407
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_15.pdf",2018-10-17,"humans",15,559
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_15.pdf",2018-10-17,"equids",7,174
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_15.pdf",2018-10-17,"target birds",8,141
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_15.pdf",2018-10-17,"wild birds",7,86
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_15.pdf",2018-10-17,"mosquitoes",1,408
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_16.pdf",2018-10-24,"humans",2,561
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_16.pdf",2018-10-24,"equids",14,188
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_16.pdf",2018-10-24,"target birds",37,178
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_16.pdf",2018-10-24,"wild birds",11,97
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_16.pdf",2018-10-24,"mosquitoes",2,410
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_17.pdf",2018-11-07,"humans",16,577
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_17.pdf",2018-11-07,"equids",12,200
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_17.pdf",2018-11-07,"target birds",0,178
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_17.pdf",2018-11-07,"wild birds",1,98
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_17.pdf",2018-11-07,"mosquitoes",8,418
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/WN_News_2018_18.pdf",2018-11-14,"humans",0,577
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/Bollettino%20WND_%20N.%2018%20%2015.%2011%202018.pdf",2018-11-14,"equids",4,204
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/Bollettino%20WND_%20N.%2018%20%2015.%2011%202018.pdf",2018-11-14,"target birds",13,191
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/Bollettino%20WND_%20N.%2018%20%2015.%2011%202018.pdf",2018-11-14,"wild birds",3,101
"https://github.com/fbranda/west-nile/blob/main/2018/bulletins/Bollettino%20WND_%20N.%2018%20%2015.%2011%202018.pdf",2018-11-14,"mosquitoes",0,418
