"url_bulletins","data","host","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_04.pdf",2019-08-28,"equids",1,3
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_04.pdf",2019-08-28,"target birds",1,12
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_04.pdf",2019-08-28,"wild birds",0,1
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_04.pdf",2019-08-28,"mosquitoes",6,19
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_05.pdf",2019-09-04,"humans",3,19
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_05.pdf",2019-09-04,"equids",0,3
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_05.pdf",2019-09-04,"target birds",8,20
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_05.pdf",2019-09-04,"wild birds",1,2
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_05.pdf",2019-09-04,"mosquitoes",8,27
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_06.pdf",2019-09-11,"humans",7,26
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_06.pdf",2019-09-11,"equids",1,4
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_06.pdf",2019-09-11,"target birds",5,25
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_06.pdf",2019-09-11,"wild birds",2,4
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_06.pdf",2019-09-11,"mosquitoes",11,38
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_07.pdf",2019-09-18,"humans",4,30
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_07.pdf",2019-09-18,"equids",0,4
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_07.pdf",2019-09-18,"target birds",24,49
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_07.pdf",2019-09-18,"wild birds",2,6
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_07.pdf",2019-09-18,"mosquitoes",4,42
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_08.pdf",2019-09-25,"humans",7,37
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_08.pdf",2019-09-25,"equids",2,6
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_08.pdf",2019-09-25,"target birds",2,51
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_08.pdf",2019-09-25,"wild birds",1,7
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_08.pdf",2019-09-25,"mosquitoes",3,45
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_09.pdf",2019-10-02,"humans",5,42
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_09.pdf",2019-10-02,"equids",1,7
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_09.pdf",2019-10-02,"target birds",8,59
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_09.pdf",2019-10-02,"wild birds",1,8
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_09.pdf",2019-10-02,"mosquitoes",3,48
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_10.pdf",2019-10-09,"humans",2,44
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_10.pdf",2019-10-09,"equids",1,8
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_10.pdf",2019-10-09,"target birds",2,61
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_10.pdf",2019-10-09,"wild birds",2,10
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_10.pdf",2019-10-09,"mosquitoes",2,50
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_11.pdf",2019-10-16,"humans",0,44
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_11.pdf",2019-10-16,"equids",0,8
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_11.pdf",2019-10-16,"target birds",3,64
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_11.pdf",2019-10-16,"wild birds",0,10
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_11.pdf",2019-10-16,"mosquitoes",1,51
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_12.pdf",2019-10-23,"humans",4,48
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_12.pdf",2019-10-23,"equids",0,8
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_12.pdf",2019-10-23,"target birds",3,67
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_12.pdf",2019-10-23,"wild birds",2,12
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_12.pdf",2019-10-23,"mosquitoes",0,51
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_13.pdf",2019-10-30,"humans",2,50
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_13.pdf",2019-10-30,"equids",0,8
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_13.pdf",2019-10-30,"target birds",1,68
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_13.pdf",2019-10-30,"wild birds",6,18
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_13.pdf",2019-10-30,"mosquitoes",0,51
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_14.pdf",2019-11-06,"humans",5,55
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_14.pdf",2019-11-06,"equids",0,8
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_14.pdf",2019-11-06,"target birds",0,68
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_14.pdf",2019-11-06,"wild birds",0,18
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_14.pdf",2019-11-06,"mosquitoes",0,51
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_15.pdf",2019-11-17,"humans",0,55
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_15.pdf",2019-11-17,"equids",0,8
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_15.pdf",2019-11-17,"target birds",6,74
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_15.pdf",2019-11-17,"wild birds",0,18
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_15.pdf",2019-11-17,"mosquitoes",0,51
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_16.pdf",2019-11-24,"humans",1,56
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_16.pdf",2019-11-24,"equids",0,8
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_16.pdf",2019-11-24,"target birds",1,75
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_16.pdf",2019-11-24,"wild birds",0,18
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_16.pdf",2019-11-24,"mosquitoes",0,51
