"url_bulletins","data","host","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_01.pdf",2019-07-31,"humans",1,1
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_01.pdf",2019-07-31,"equids",1,1
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_01.pdf",2019-07-31,"target birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_01.pdf",2019-07-31,"wild birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_01.pdf",2019-07-31,"mosquitoes",1,1
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_02.pdf",2019-08-07,"humans",3,4
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_02.pdf",2019-08-07,"equids",0,1
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_02.pdf",2019-08-07,"target birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_02.pdf",2019-08-07,"wild birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_02.pdf",2019-08-07,"mosquitoes",4,5
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_03.pdf",2019-08-21,"humans",10,14
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_03.pdf",2019-08-21,"equids",1,2
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_03.pdf",2019-08-21,"target birds",11,11
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_03.pdf",2019-08-21,"wild birds",1,1
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_03.pdf",2019-08-21,"mosquitoes",8,13
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_04.pdf",2019-08-28,"humans",2,16
