"url_bulletins","data","host","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_07.pdf",2021-09-01,"mosquitoes",14,54
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_08.pdf",2021-09-08,"uomini",3,27
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_08.pdf",2021-09-08,"equids",1,1
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_08.pdf",2021-09-08,"target birds",2,19
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_08.pdf",2021-09-08,"wild birds",2,12
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_08.pdf",2021-09-08,"mosquitoes",12,66
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_09.pdf",2021-09-15,"uomini",5,32
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_09.pdf",2021-09-15,"equids",0,1
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_09.pdf",2021-09-15,"target birds",1,20
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_09.pdf",2021-09-15,"wild birds",4,16
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_09.pdf",2021-09-15,"mosquitoes",6,72
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_10.pdf",2021-09-22,"uomini",4,36
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_10.pdf",2021-09-22,"equids",1,2
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_10.pdf",2021-09-22,"target birds",0,20
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_10.pdf",2021-09-22,"wild birds",0,16
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_10.pdf",2021-09-22,"mosquitoes",0,72
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_11.pdf",2021-09-29,"uomini",9,45
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_11.pdf",2021-09-29,"equids",0,2
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_11.pdf",2021-09-29,"target birds",6,26
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_11.pdf",2021-09-29,"wild birds",4,20
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_11.pdf",2021-09-29,"mosquitoes",0,72
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_12.pdf",2021-10-06,"uomini",7,52
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_12.pdf",2021-10-06,"equids",0,2
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_12.pdf",2021-10-06,"target birds",1,27
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_12.pdf",2021-10-06,"wild birds",0,20
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_12.pdf",2021-10-06,"mosquitoes",0,72
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_13.pdf",2021-10-13,"uomini",0,52
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_13.pdf",2021-10-13,"equids",2,4
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_13.pdf",2021-10-13,"target birds",1,28
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_13.pdf",2021-10-13,"wild birds",1,21
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_13.pdf",2021-10-13,"mosquitoes",1,73
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_14.pdf",2021-10-20,"uomini",2,54
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_14.pdf",2021-10-20,"equids",0,4
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_14.pdf",2021-10-20,"target birds",0,28
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_14.pdf",2021-10-20,"wild birds",0,21
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_14.pdf",2021-10-20,"mosquitoes",1,74
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_15.pdf",2021-10-27,"uomini",0,54
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_15.pdf",2021-10-27,"equids",0,4
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_15.pdf",2021-10-27,"target birds",1,29
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_15.pdf",2021-10-27,"wild birds",2,23
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_15.pdf",2021-10-27,"mosquitoes",0,74
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_16.pdf",2021-11-03,"uomini",1,55
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_16.pdf",2021-11-03,"equids",0,4
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_16.pdf",2021-11-03,"target birds",20,49
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_16.pdf",2021-11-03,"wild birds",20,43
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_16.pdf",2021-11-03,"mosquitoes",5,79
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_17.pdf",2021-11-10,"uomini",0,55
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_17.pdf",2021-11-10,"equids",0,4
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_17.pdf",2021-11-10,"target birds",2,51
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_17.pdf",2021-11-10,"wild birds",0,43
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_17.pdf",2021-11-10,"mosquitoes",0,79
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_18.pdf",2021-11-17,"uomini",0,55
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_18.pdf",2021-11-17,"equids",2,6
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_18.pdf",2021-11-17,"target birds",0,51
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_18.pdf",2021-11-17,"wild birds",4,47
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_18.pdf",2021-11-17,"mosquitoes",0,79
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_19.pdf",2021-11-24,"uomini",0,55
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_19.pdf",2021-11-24,"equids",0,6
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_19.pdf",2021-11-24,"target birds",0,51
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_19.pdf",2021-11-24,"wild birds",1,48
"https://github.com/fbranda/west-nile/blob/main/2021/bulletins/WN_News_2021_19.pdf",2021-11-24,"mosquitoes",0,79
