url_bollettino,data,codice_regione,denominazione_regione,codice_provincia,denominazione_provincia,sigla_provincia,lat,long,specie,nuovi_casi,casi_totali
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_03.pdf,2019-08-21,1,Piemonte,5,Asti,AT,44.89912921,8.204142547,Cornacchia,1,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_03.pdf,2019-08-21,8,Emilia-Romagna,38,Ferrara,FE,44.83599085,11.61868934,Gazza,1,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_03.pdf,2019-08-21,3,Lombardia,20,Mantova,MN,45.15726772,10.79277363,Cornacchia,1,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_03.pdf,2019-08-21,8,Emilia-Romagna,34,Parma,PR,44.80107394,10.32834985,Cornacchia,2,2
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_03.pdf,2019-08-21,8,Emilia-Romagna,34,Parma,PR,44.80107394,10.32834985,Gazza,4,4
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_03.pdf,2019-08-21,8,Emilia-Romagna,35,Reggio nell'Emilia,RE,44.69735289,10.63007973,Cornacchia,1,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_03.pdf,2019-08-21,8,Emilia-Romagna,35,Reggio nell'Emilia,RE,44.69735289,10.63007973,Gazza,1,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_04.pdf,2019-08-28,1,Piemonte,5,Asti,AT,44.89912921,8.204142547,Cornacchia,0,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_04.pdf,2019-08-28,8,Emilia-Romagna,38,Ferrara,FE,44.83599085,11.61868934,Gazza,0,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_04.pdf,2019-08-28,3,Lombardia,20,Mantova,MN,45.15726772,10.79277363,Cornacchia,0,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_04.pdf,2019-08-28,8,Emilia-Romagna,34,Parma,PR,44.80107394,10.32834985,Cornacchia,0,2
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_04.pdf,2019-08-28,8,Emilia-Romagna,34,Parma,PR,44.80107394,10.32834985,Gazza,0,4
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_04.pdf,2019-08-28,8,Emilia-Romagna,35,Reggio nell'Emilia,RE,44.69735289,10.63007973,Cornacchia,1,2
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_04.pdf,2019-08-28,8,Emilia-Romagna,35,Reggio nell'Emilia,RE,44.69735289,10.63007973,Gazza,0,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_05.pdf,2019-09-04,1,Piemonte,5,Asti,AT,44.89912921,8.204142547,Cornacchia,0,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_05.pdf,2019-09-04,8,Emilia-Romagna,38,Ferrara,FE,44.83599085,11.61868934,Gazza,3,4
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_05.pdf,2019-09-04,3,Lombardia,20,Mantova,MN,45.15726772,10.79277363,Cornacchia,0,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_05.pdf,2019-09-04,8,Emilia-Romagna,34,Parma,PR,44.80107394,10.32834985,Cornacchia,0,2
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_05.pdf,2019-09-04,8,Emilia-Romagna,34,Parma,PR,44.80107394,10.32834985,Gazza,0,4
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_05.pdf,2019-09-04,8,Emilia-Romagna,35,Reggio nell'Emilia,RE,44.69735289,10.63007973,Cornacchia,0,2
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_05.pdf,2019-09-04,8,Emilia-Romagna,35,Reggio nell'Emilia,RE,44.69735289,10.63007973,Gazza,1,2
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_05.pdf,2019-09-04,1,Piemonte,1,Torino,TO,45.0732745,7.680687483,Cornacchia,3,3
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_05.pdf,2019-09-04,5,Veneto,26,Treviso,TV,45.66754571,12.24507363,Gazza,1,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,1,Piemonte,5,Asti,AT,44.89912921,8.204142547,Cornacchia,0,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,8,Emilia-Romagna,38,Ferrara,FE,44.83599085,11.61868934,Gazza,0,4
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,3,Lombardia,20,Mantova,MN,45.15726772,10.79277363,Cornacchia,0,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,8,Emilia-Romagna,36,Modena,MO,44.64600009,10.92615487,Gazza,1,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,8,Emilia-Romagna,34,Parma,PR,44.80107394,10.32834985,Cornacchia,0,2
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,8,Emilia-Romagna,34,Parma,PR,44.80107394,10.32834985,Gazza,0,4
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,8,Emilia-Romagna,39,Ravenna,RA,44.41722493,12.19913936,Gazza,1,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,8,Emilia-Romagna,35,Reggio nell'Emilia,RE,44.69735289,10.63007973,Cornacchia,0,2
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,8,Emilia-Romagna,35,Reggio nell'Emilia,RE,44.69735289,10.63007973,Gazza,0,2
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,20,Sardegna,90,Sassari,SS,40.72667657,8.559667131,Cornacchia,1,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,1,Piemonte,1,Torino,TO,45.0732745,7.680687483,Cornacchia,0,3
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,5,Veneto,26,Treviso,TV,45.66754571,12.24507363,Gazza,1,2
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_06.pdf,2019-09-11,5,Veneto,26,Treviso,TV,45.66754571,12.24507363,Cornacchia,1,1
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_07.pdf,2019-09-18,1,Piemonte,6,Alessandria,AL,44.91297351,8.615401155,Cornacchia,4,4
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_07.pdf,2019-09-18,1,Piemonte,5,Asti,AT,44.89912921,8.204142547,Cornacchia,5,6
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_07.pdf,2019-09-18,8,Emilia-Romagna,38,Ferrara,FE,44.83599085,11.61868934,Gazza,0,4
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_07.pdf,2019-09-18,3,Lombardia,20,Mantova,MN,45.15726772,10.79277363,Cornacchia,1,2
https://github.com/fbranda/west-nile/blob/main/2019/bollettini/WN_News_2019_07.pdf,2019-09-18,3,Lombardia,20,Mantova,MN,45.15726772,10.79277363,Gazza,1,1
