"url_bollettino","data","host","nuovi_casi","casi_totali"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_01.pdf",2018-06-27,"uomini",1,1
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_01.pdf",2018-06-27,"equidi",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_01.pdf",2018-06-27,"uccelli bersaglio",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_01.pdf",2018-06-27,"uccelli selvatici",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_01.pdf",2018-06-27,"zanzare",4,4
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_02.pdf",2018-07-04,"uomini",0,1
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_02.pdf",2018-07-04,"equidi",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_02.pdf",2018-07-04,"uccelli bersaglio",8,8
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_02.pdf",2018-07-04,"uccelli selvatici",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_02.pdf",2018-07-04,"zanzare",6,10
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,"uomini",3,4
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,"equidi",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,"uccelli bersaglio",0,8
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,"uccelli selvatici",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,"zanzare",1,11
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,"uomini",0,4
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,"equidi",1,1
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,"uccelli bersaglio",1,9
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,"uccelli selvatici",0,0
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,"zanzare",48,59
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,"uomini",20,24
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,"equidi",0,1
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,"uccelli bersaglio",10,19
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,"uccelli selvatici",16,16
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,"zanzare",32,91
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_06.pdf",2018-08-01,"uomini",28,52
