"url_bulletins","data","host","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_01.pdf",2016-07-28,"humans",1,1
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_02.pdf",2016-09-01,"humans",25,26
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_03.pdf",2016-09-07,"humans",11,37
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_04.pdf",2016-09-14,"humans",8,45
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_05.pdf",2016-09-21,"humans",5,50
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_06.pdf",2016-09-28,"humans",7,57
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_07.pdf",2016-10-05,"humans",3,60
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_08.pdf",2016-10-19,"humans",3,63
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_09.pdf",2016-10-26,"humans",3,66
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_11.pdf",2016-10-31,"humans",5,71
