"url_bulletins","data","host","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2012/bulletins/WN_News_2012_01.pdf",2012-09-27,"humans",33,33
"https://github.com/fbranda/west-nile/blob/main/2012/bulletins/WN_News_2012_02.pdf",2012-10-04,"humans",3,36
"https://github.com/fbranda/west-nile/blob/main/2012/bulletins/WN_News_2012_03.pdf",2012-10-10,"humans",1,37
"https://github.com/fbranda/west-nile/blob/main/2012/bulletins/WN_News_2012_04.pdf",2012-10-17,"humans",3,40
"https://github.com/fbranda/west-nile/blob/main/2012/bulletins/WN_News_2012_05.pdf",2012-10-24,"humans",2,42
"https://github.com/fbranda/west-nile/blob/main/2012/bulletins/WN_News_2012_06.pdf",2012-10-31,"humans",3,45
"https://github.com/fbranda/west-nile/blob/main/2012/bulletins/WN_News_2012_07.pdf",2012-11-07,"humans",0,45
"https://github.com/fbranda/west-nile/blob/main/2012/bulletins/WN_News_2012_08.pdf",2012-11-14,"humans",0,45
"https://github.com/fbranda/west-nile/blob/main/2012/bulletins/WN_News_2012_09.pdf",2012-11-21,"humans",0,45
"https://github.com/fbranda/west-nile/blob/main/2012/bulletins/WN_News_2012_10.pdf",2012-11-28,"humans",0,45
"https://github.com/fbranda/west-nile/blob/main/2012/bulletins/WN_News_2012_11.pdf",2012-12-05,"humans",0,45
"https://github.com/fbranda/west-nile/blob/main/2012/bulletins/WN_News_2012_12.pdf",2012-12-12,"humans",0,45
