"url_bulletins","data","code_region","name_region","code_province","name_province","abbreviation_province","lat","long","species","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_05.pdf",2024-07-24,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_05.pdf",2024-07-24,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_06.pdf",2024-07-31,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",6,7
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_06.pdf",2024-07-31,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_07.pdf",2024-08-07,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",2,9
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_07.pdf",2024-08-07,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Ghiandaia",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_07.pdf",2024-08-07,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_07.pdf",2024-08-07,6,"Friuli-Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,8,"Emilia-Romagna",40,"Forlì-Cesena","FC",44.22268559,12.04068608,"Ghiandaia",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",16,25
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Ghiandaia",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,8,"Emilia-Romagna",99,"Rimini","RN",44.06090087,12.5656295,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,6,"Friuli-Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,13,"Abruzzo",69,"Chieti","CH",42.35103167,14.16754574,"Gazza",5,5
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,9,"Toscana",45,"Massa Carrara","MS",44.03674425,10.14173829,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,8,"Emilia-Romagna",40,"Forlì-Cesena","FC",44.22268559,12.04068608,"Ghiandaia",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Cornacchia",3,3
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",8,33
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Ghiandaia",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",2,2
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,8,"Emilia-Romagna",99,"Rimini","RN",44.06090087,12.5656295,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,6,"Friuli-Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,"Cornacchia",0,1
