"url_bulletins","data","host","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_15.pdf",2024-10-02,"target birds","6",147
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_15.pdf",2024-10-02,"wild birds","7",182
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_15.pdf",2024-10-02,"mosquitoes","0",153
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_16.pdf",2024-10-09,"humans","5",439
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_16.pdf",2024-10-09,"equids","1",27
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_16.pdf",2024-10-09,"target birds","8",155
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_16.pdf",2024-10-09,"wild birds","22",204
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_16.pdf",2024-10-09,"mosquitoes","0",153
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_17.pdf",2024-10-16,"humans","13",452
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_17.pdf",2024-10-16,"equids","NA",26
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_17.pdf",2024-10-16,"target birds","5",160
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_17.pdf",2024-10-16,"wild birds","2",206
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_17.pdf",2024-10-16,"mosquitoes","3",156
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_18.pdf",2024-10-30,"humans","8",460
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_18.pdf",2024-10-30,"equids","0",26
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_18.pdf",2024-10-30,"target birds","0",160
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_18.pdf",2024-10-30,"wild birds","11",217
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_18.pdf",2024-10-30,"mosquitoes","0",156
