"url_bulletins","data","host","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_07.pdf",2017-09-27,"equids",1,56
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_07.pdf",2017-09-27,"target birds",0,17
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_07.pdf",2017-09-27,"wild birds",0,9
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_07.pdf",2017-09-27,"mosquitoes",0,70
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_08.pdf",2017-10-04,"humans",18,52
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_08.pdf",2017-10-04,"equids",6,62
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_08.pdf",2017-10-04,"target birds",6,23
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_08.pdf",2017-10-04,"wild birds",7,16
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_08.pdf",2017-10-04,"mosquitoes",3,73
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_09.pdf",2017-10-11,"humans",35,53
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_09.pdf",2017-10-11,"equids",12,74
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_09.pdf",2017-10-11,"target birds",4,27
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_09.pdf",2017-10-11,"wild birds",3,19
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_09.pdf",2017-10-11,"mosquitoes",0,73
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_10.pdf",2017-10-18,"humans",18,53
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_10.pdf",2017-10-18,"equids",5,79
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_10.pdf",2017-10-18,"target birds",4,31
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_10.pdf",2017-10-18,"wild birds",0,19
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_10.pdf",2017-10-18,"mosquitoes",0,73
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_11.pdf",2017-10-25,"humans",35,53
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_11.pdf",2017-10-25,"equids",0,79
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_11.pdf",2017-10-25,"target birds",1,32
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_11.pdf",2017-10-25,"wild birds",0,19
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_11.pdf",2017-10-25,"mosquitoes",0,73
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_12.pdf",2017-11-02,"humans",20,55
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_12.pdf",2017-11-02,"equids",6,85
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_12.pdf",2017-11-02,"target birds",1,33
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_12.pdf",2017-11-02,"wild birds",0,19
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_12.pdf",2017-11-02,"mosquitoes",0,73
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_13.pdf",2017-11-08,"humans",35,55
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_13.pdf",2017-11-08,"equids",1,86
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_13.pdf",2017-11-08,"target birds",0,33
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_13.pdf",2017-11-08,"wild birds",0,19
"https://github.com/fbranda/west-nile/blob/main/2017/bulletins/WN_News_2017_13.pdf",2017-11-08,"mosquitoes",0,73
