"url_bollettino","data","host","nuovi_casi","casi_totali"
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf",2021-10-20,"uccelli selvatici",0,21
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf",2021-10-20,"zanzare",1,74
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_15.pdf",2021-10-27,"uomini",0,54
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_15.pdf",2021-10-27,"equidi",0,4
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_15.pdf",2021-10-27,"uccelli bersaglio",1,29
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_15.pdf",2021-10-27,"uccelli selvatici",2,23
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_15.pdf",2021-10-27,"zanzare",0,74
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_16.pdf",2021-11-03,"uomini",1,55
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_16.pdf",2021-11-03,"equidi",0,4
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_16.pdf",2021-11-03,"uccelli bersaglio",20,49
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_16.pdf",2021-11-03,"uccelli selvatici",20,43
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_16.pdf",2021-11-03,"zanzare",5,79
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_17.pdf",2021-11-10,"uomini",0,55
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_17.pdf",2021-11-10,"equidi",0,4
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_17.pdf",2021-11-10,"uccelli bersaglio",2,51
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_17.pdf",2021-11-10,"uccelli selvatici",0,43
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_17.pdf",2021-11-10,"zanzare",0,79
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_18.pdf",2021-11-17,"uomini",0,55
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_18.pdf",2021-11-17,"equidi",2,6
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_18.pdf",2021-11-17,"uccelli bersaglio",0,51
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_18.pdf",2021-11-17,"uccelli selvatici",4,47
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_18.pdf",2021-11-17,"zanzare",0,79
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_19.pdf",2021-11-24,"uomini",0,55
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_19.pdf",2021-11-24,"equidi",0,6
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_19.pdf",2021-11-24,"uccelli bersaglio",0,51
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_19.pdf",2021-11-24,"uccelli selvatici",1,48
"https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_19.pdf",2021-11-24,"zanzare",0,79
