"url_bulletins","data","host","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_01.pdf",2022-06-21,"humans",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_01.pdf",2022-06-21,"equids",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_01.pdf",2022-06-21,"target birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_01.pdf",2022-06-21,"wild birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_01.pdf",2022-06-21,"mosquitoes",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_02.pdf",2022-06-28,"humans",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_02.pdf",2022-06-28,"equids",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_02.pdf",2022-06-28,"target birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_02.pdf",2022-06-28,"wild birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_02.pdf",2022-06-28,"mosquitoes",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_03.pdf",2022-07-05,"humans",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_03.pdf",2022-07-05,"equids",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_03.pdf",2022-07-05,"target birds",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_03.pdf",2022-07-05,"wild birds",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_03.pdf",2022-07-05,"mosquitoes",1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_04.pdf",2022-07-12,"humans",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_04.pdf",2022-07-12,"equids",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_04.pdf",2022-07-12,"target birds",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_04.pdf",2022-07-12,"wild birds",2,2
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_04.pdf",2022-07-12,"mosquitoes",8,10
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_05.pdf",2022-07-19,"humans",14,15
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_05.pdf",2022-07-19,"equids",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_05.pdf",2022-07-19,"target birds",3,4
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_05.pdf",2022-07-19,"wild birds",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_05.pdf",2022-07-19,"mosquitoes",21,31
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_06.pdf",2022-07-26,"humans",27,42
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_06.pdf",2022-07-26,"equids",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_06.pdf",2022-07-26,"target birds",2,6
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_06.pdf",2022-07-26,"wild birds",4,6
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_06.pdf",2022-07-26,"mosquitoes",17,48
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_07.pdf",2022-08-02,"humans",52,94
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_07.pdf",2022-08-02,"equids",4,4
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_07.pdf",2022-08-02,"target birds",9,15
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_07.pdf",2022-08-02,"wild birds",4,10
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_07.pdf",2022-08-02,"mosquitoes",52,100
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_08.pdf",2022-08-09,"humans",50,144
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_08.pdf",2022-08-09,"equids",2,6
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_08.pdf",2022-08-09,"target birds",5,20
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_08.pdf",2022-08-09,"wild birds",11,21
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_08.pdf",2022-08-09,"mosquitoes",21,121
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_09.pdf",2022-08-16,"humans",86,230
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_09.pdf",2022-08-16,"equids",2,8
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_09.pdf",2022-08-16,"target birds",30,50
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_09.pdf",2022-08-16,"wild birds",8,29
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_09.pdf",2022-08-16,"mosquitoes",52,173
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_10.pdf",2022-08-23,"humans",71,301
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_10.pdf",2022-08-23,"equids",7,15
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_10.pdf",2022-08-23,"target birds",16,66
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_10.pdf",2022-08-23,"wild birds",47,76
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_10.pdf",2022-08-23,"mosquitoes",13,186
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_11.pdf",2022-08-30,"humans",85,386
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_11.pdf",2022-08-30,"equids",4,19
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_11.pdf",2022-08-30,"target birds",6,72
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_11.pdf",2022-08-30,"wild birds",3,79
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_11.pdf",2022-08-30,"mosquitoes",2,188
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,"humans",54,440
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,"equids",8,27
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,"target birds",30,102
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,"wild birds",34,113
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_12.pdf",2022-09-06,"mosquitoes",15,203
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,"humans",35,475
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,"equids",5,32
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,"target birds",2,104
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,"wild birds",6,119
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_13.pdf",2022-09-13,"mosquitoes",5,208
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,"humans",42,517
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,"equids",8,40
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,"target birds",8,112
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,"wild birds",29,148
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_14.pdf",2022-09-20,"mosquitoes",15,223
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,"humans",20,537
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,"equids",3,43
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,"target birds",7,119
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,"wild birds",7,155
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_15.pdf",2022-09-27,"mosquitoes",7,230
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,"humans",14,551
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,"equids",4,47
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,"target birds",3,122
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,"wild birds",6,161
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_16.pdf",2022-10-04,"mosquitoes",5,235
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,"humans",15,566
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,"equids",2,49
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,"target birds",4,126
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,"wild birds",9,170
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_17.pdf",2022-10-11,"mosquitoes",1,236
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_18.pdf",2022-10-18,"humans",9,575
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_18.pdf",2022-10-18,"equids",0,49
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_18.pdf",2022-10-18,"target birds",2,128
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_18.pdf",2022-10-18,"wild birds",0,170
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_18.pdf",2022-10-18,"mosquitoes",2,238
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_19.pdf",2022-10-25,"humans",12,587
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_19.pdf",2022-10-25,"equids",7,56
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_19.pdf",2022-10-25,"target birds",10,138
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_19.pdf",2022-10-25,"wild birds",20,190
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_19.pdf",2022-10-25,"mosquitoes",1,239
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_20.pdf",2022-11-01,"humans",1,588
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_20.pdf",2022-11-01,"equids",22,78
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_20.pdf",2022-11-01,"target birds",3,141
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_20.pdf",2022-11-01,"wild birds",5,195
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_20.pdf",2022-11-01,"mosquitoes",1,240
