"url_bulletins","data","code_region","name_region","code_province","name_province","abbreviation_province","lat","long","new_cases","total_cases","new_deaths","total_deaths","num_equids_outbreak"
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_02.pdf",2025-07-23,16,"Puglia",75,"Lecce","LE",40.35354285,18.1718973,1,1,0,0,4
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_02.pdf",2025-07-23,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,1,1,1,1,4
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_03.pdf",2025-07-30,16,"Puglia",75,"Lecce","LE",40.35354285,18.1718973,0,1,0,0,4
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_03.pdf",2025-07-30,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,3,4,0,1,14
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,16,"Puglia",75,"Lecce","LE",40.35354285,18.1718973,0,1,0,0,4
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,16,"Puglia",71,"Foggia","FG",41.46226865,15.54305094,1,1,1,1,4
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,0,4,1,2,91
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,19,"Sicilia",87,"Catania","CT",37.50287803,15.08704691,1,1,0,0,31
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,1,1,0,0,42
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_05.pdf",2025-08-13,16,"Puglia",75,"Lecce","LE",40.35354285,18.1718973,0,1,0,0,4
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_05.pdf",2025-08-13,16,"Puglia",71,"Foggia","FG",41.46226865,15.54305094,1,2,0,1,30
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_05.pdf",2025-08-13,12,"Lazio",60,"Frosinone","FR",41.63964569,13.35117161,1,1,1,1,2
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_05.pdf",2025-08-13,12,"Lazio",58,"Roma","RM",41.89277044,12.48366722,4,4,1,1,113
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_05.pdf",2025-08-13,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,0,4,0,2,10
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_05.pdf",2025-08-13,19,"Sicilia",85,"Caltanissetta","CL",37.49213171,14.06184973,1,1,0,0,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_05.pdf",2025-08-13,19,"Sicilia",87,"Catania","CT",37.50287803,15.08704691,0,1,0,0,31
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_05.pdf",2025-08-13,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,42
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_05.pdf",2025-08-13,15,"Campania",61,"Caserta","CE",41.07465878,14.33240464,1,1,1,1,366
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_06.pdf",2025-08-20,16,"Puglia",75,"Lecce","LE",40.35354285,18.1718973,0,1,0,0,4
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_06.pdf",2025-08-20,16,"Puglia",71,"Foggia","FG",41.46226865,15.54305094,0,2,0,1,30
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_06.pdf",2025-08-20,12,"Lazio",60,"Frosinone","FR",41.63964569,13.35117161,0,1,0,1,2
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_06.pdf",2025-08-20,12,"Lazio",58,"Roma","RM",41.89277044,12.48366722,4,8,0,1,160
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_06.pdf",2025-08-20,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,21,25,5,7,254
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_06.pdf",2025-08-20,19,"Sicilia",85,"Caltanissetta","CL",37.49213171,14.06184973,0,1,0,0,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_06.pdf",2025-08-20,19,"Sicilia",89,"Siracusa","SR",37.05991687,15.29333182,1,1,0,0,3
