url_bollettino;data;codice_regione;denominazione_regione;codice_provincia;denominazione_provincia;sigla_provincia;lat;long;nuovi_casi;casi_totali;ospite_recettivo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_03.pdf;2012-10-10;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_03.pdf;2012-10-10;5;Veneto;27;Venezia;VE;45,43490485;12,33845213;1;25;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_03.pdf;2012-10-10;5;Veneto;24;Vicenza;VI;45,547497;11,54597109;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_04.pdf;2012-10-17;6;Friuli Venezia Giulia;31;Gorizia;GO;45,94149817;13,62212502;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_04.pdf;2012-10-17;20;Sardegna;95;Oristano;OR;39,90381075;8,591183151;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_04.pdf;2012-10-17;5;Veneto;28;Padova;PD;45,40692987;11,87608718;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_04.pdf;2012-10-17;6;Friuli Venezia Giulia;93;Pordenone;PN;45,9544355;12,6600291;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_04.pdf;2012-10-17;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;1;6;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_04.pdf;2012-10-17;5;Veneto;27;Venezia;VE;45,43490485;12,33845213;2;27;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_04.pdf;2012-10-17;5;Veneto;24;Vicenza;VI;45,547497;11,5459711;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_05.pdf;2012-10-24;6;Friuli Venezia Giulia;31;Gorizia;GO;45,94149817;13,62212502;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_05.pdf;2012-10-24;20;Sardegna;95;Oristano;OR;39,90381075;8,591183151;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_05.pdf;2012-10-24;5;Veneto;28;Padova;PD;45,40692987;11,87608718;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_05.pdf;2012-10-24;6;Friuli Venezia Giulia;93;Pordenone;PN;45,9544355;12,6600291;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_05.pdf;2012-10-24;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;1;7;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_05.pdf;2012-10-24;5;Veneto;27;Venezia;VE;45,4349049;12,3384521;1;28;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_05.pdf;2012-10-24;5;Veneto;24;Vicenza;VI;45,547497;11,5459711;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_06.pdf;2012-10-31;6;Friuli Venezia Giulia;31;Gorizia;GO;45,94149817;13,62212502;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_06.pdf;2012-10-31;20;Sardegna;95;Oristano;OR;39,90381075;8,591183151;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_06.pdf;2012-10-31;5;Veneto;28;Padova;PD;45,40692987;11,87608718;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_06.pdf;2012-10-31;6;Friuli Venezia Giulia;93;Pordenone;PN;45,9544355;12,6600291;1;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_06.pdf;2012-10-31;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;0;7;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_06.pdf;2012-10-31;5;Veneto;27;Venezia;VE;45,4349049;12,3384521;0;28;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_06.pdf;2012-10-31;5;Veneto;24;Vicenza;VI;45,547497;11,5459711;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_06.pdf;2012-10-31;17;Basilicata;77;Matera;MT;40,66751177;16,59792442;1;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_06.pdf;2012-10-31;6;Friuli Venezia Giulia;30;Udine;UD;46,06255516;13,2348383;1;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_07.pdf;2012-11-07;6;Friuli Venezia Giulia;31;Gorizia;GO;45,94149817;13,62212502;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_07.pdf;2012-11-07;17;Basilicata;77;Matera;MT;40,66751177;16,59792442;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_07.pdf;2012-11-07;20;Sardegna;95;Oristano;OR;39,90381075;8,591183151;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_07.pdf;2012-11-07;5;Veneto;28;Padova;PD;45,40692987;11,87608718;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_07.pdf;2012-11-07;6;Friuli Venezia Giulia;93;Pordenone;PN;45,95443546;12,66002909;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_07.pdf;2012-11-07;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;0;7;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_07.pdf;2012-11-07;6;Friuli Venezia Giulia;30;Udine;UD;46,06255516;13,2348383;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_07.pdf;2012-11-07;5;Veneto;27;Venezia;VE;45,43490485;12,33845213;0;28;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_08.pdf;2012-11-14;6;Friuli Venezia Giulia;31;Gorizia;GO;45,94149817;13,62212502;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_08.pdf;2012-11-14;17;Basilicata;77;Matera;MT;40,66751177;16,59792442;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_08.pdf;2012-11-14;20;Sardegna;95;Oristano;OR;39,90381075;8,591183151;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_08.pdf;2012-11-14;5;Veneto;28;Padova;PD;45,40692987;11,87608718;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_08.pdf;2012-11-14;6;Friuli Venezia Giulia;93;Pordenone;PN;45,95443546;12,66002909;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_08.pdf;2012-11-14;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;0;7;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_08.pdf;2012-11-14;6;Friuli Venezia Giulia;30;Udine;UD;46,06255516;13,2348383;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_08.pdf;2012-11-14;5;Veneto;27;Venezia;VE;45,43490485;12,33845213;0;28;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_09.pdf;2012-11-21;6;Friuli Venezia Giulia;31;Gorizia;GO;45,94149817;13,62212502;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_09.pdf;2012-11-21;17;Basilicata;77;Matera;MT;40,66751177;16,59792442;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_09.pdf;2012-11-21;20;Sardegna;95;Oristano;OR;39,90381075;8,591183151;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_09.pdf;2012-11-21;5;Veneto;28;Padova;PD;45,40692987;11,87608718;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_09.pdf;2012-11-21;6;Friuli Venezia Giulia;93;Pordenone;PN;45,95443546;12,66002909;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_09.pdf;2012-11-21;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;0;7;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_09.pdf;2012-11-21;6;Friuli Venezia Giulia;30;Udine;UD;46,06255516;13,2348383;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_09.pdf;2012-11-21;5;Veneto;27;Venezia;VE;45,43490485;12,33845213;0;28;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_10.pdf;2012-11-28;6;Friuli Venezia Giulia;31;Gorizia;GO;45,94149817;13,62212502;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_10.pdf;2012-11-28;17;Basilicata;77;Matera;MT;40,66751177;16,59792442;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_10.pdf;2012-11-28;20;Sardegna;95;Oristano;OR;39,90381075;8,591183151;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_10.pdf;2012-11-28;6;Friuli Venezia Giulia;93;Pordenone;PN;45,95443546;12,66002909;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_10.pdf;2012-11-28;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;0;7;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_10.pdf;2012-11-28;6;Friuli Venezia Giulia;30;Udine;UD;46,06255516;13,2348383;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_10.pdf;2012-11-28;5;Veneto;27;Venezia;VE;45,43490485;12,33845213;0;28;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_11.pdf;2012-12-05;6;Friuli Venezia Giulia;31;Gorizia;GO;45,94149817;13,62212502;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_11.pdf;2012-12-05;17;Basilicata;77;Matera;MT;40,66751177;16,59792442;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_11.pdf;2012-12-05;20;Sardegna;95;Oristano;OR;39,90381075;8,591183151;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_11.pdf;2012-12-05;5;Veneto;28;Padova;PD;45,40692987;11,87608718;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_11.pdf;2012-12-05;6;Friuli Venezia Giulia;93;Pordenone;PN;45,95443546;12,66002909;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_11.pdf;2012-12-05;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;0;7;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_11.pdf;2012-12-05;6;Friuli Venezia Giulia;30;Udine;UD;46,06255516;13,2348383;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_11.pdf;2012-12-05;5;Veneto;27;Venezia;VE;45,43490485;12,33845213;0;28;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_11.pdf;2012-12-05;5;Veneto;24;Vicenza;VI;45,547497;11,54597109;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_12.pdf;2012-12-12;6;Friuli Venezia Giulia;31;Gorizia;GO;45,94149817;13,62212502;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_12.pdf;2012-12-12;17;Basilicata;77;Matera;MT;40,66751177;16,59792442;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_12.pdf;2012-12-12;20;Sardegna;95;Oristano;OR;39,90381075;8,591183151;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_12.pdf;2012-12-12;5;Veneto;28;Padova;PD;45,40692987;11,87608718;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_12.pdf;2012-12-12;6;Friuli Venezia Giulia;93;Pordenone;PN;45,95443546;12,66002909;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_12.pdf;2012-12-12;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;0;7;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_12.pdf;2012-12-12;6;Friuli Venezia Giulia;30;Udine;UD;46,06255516;13,2348383;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_12.pdf;2012-12-12;5;Veneto;27;Venezia;VE;45,43490485;12,33845213;0;28;Uomo
https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_12.pdf;2012-12-12;5;Veneto;24;Vicenza;VI;45,547497;11,54597109;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_01.pdf;2013-09-05;8;Emilia-Romagna;37;Bologna;BO;44,49436681;11,3417208;1;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_01.pdf;2013-09-05;8;Emilia-Romagna;38;Ferrara;FE;44,83599085;11,61868934;4;4;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_01.pdf;2013-09-05;3;Lombardia;20;Mantova;MN;45,15726772;10,79277363;4;4;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_01.pdf;2013-09-05;8;Emilia-Romagna;36;Modena;MO;44,64600009;10,92615487;4;4;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_01.pdf;2013-09-05;8;Emilia-Romagna;35;Reggio nell'Emilia;RE;44,69735289;10,63007973;3;3;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_01.pdf;2013-09-05;5;Veneto;29;Rovigo;RO;45,07107289;11,79007;5;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_02.pdf;2013-09-12;8;Emilia-Romagna;37;Bologna;BO;44,49436681;11,3417208;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_02.pdf;2013-09-12;8;Emilia-Romagna;38;Ferrara;FE;44,83599085;11,61868934;1;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_02.pdf;2013-09-12;3;Lombardia;20;Mantova;MN;45,15726772;10,79277363;0;4;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_02.pdf;2013-09-12;8;Emilia-Romagna;36;Modena;MO;44,64600009;10,92615487;0;4;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_02.pdf;2013-09-12;5;Veneto;28;Padova;PD;45,40692987;11,87608718;1;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_02.pdf;2013-09-12;8;Emilia-Romagna;35;Reggio nell'Emilia;RE;44,69735289;10,63007973;0;3;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_02.pdf;2013-09-12;5;Veneto;29;Rovigo;RO;45,07107289;11,79007;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_03.pdf;2013-09-19;8;Emilia-Romagna;37;Bologna;BO;44,49436681;11,3417208;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_03.pdf;2013-09-19;3;Lombardia;19;Cremona;CR;45,13336675;10,02420865;1;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_03.pdf;2013-09-19;8;Emilia-Romagna;38;Ferrara;FE;44,83599085;11,61868934;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_03.pdf;2013-09-19;3;Lombardia;20;Mantova;MN;45,15726772;10,79277363;0;4;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_03.pdf;2013-09-19;8;Emilia-Romagna;36;Modena;MO;44,64600009;10,92615487;0;4;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_03.pdf;2013-09-19;5;Veneto;28;Padova;PD;45,40692987;11,87608718;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_03.pdf;2013-09-19;8;Emilia-Romagna;35;Reggio nell'Emilia;RE;44,69735289;10,63007973;0;3;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_03.pdf;2013-09-19;5;Veneto;29;Rovigo;RO;45,07107289;11,79007;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_04.pdf;2013-09-26;8;Emilia-Romagna;37;Bologna;BO;44,49436681;11,3417208;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_04.pdf;2013-09-26;3;Lombardia;19;Cremona;CR;45,13336675;10,02420865;1;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_04.pdf;2013-09-26;8;Emilia-Romagna;38;Ferrara;FE;44,83599085;11,61868934;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_04.pdf;2013-09-26;3;Lombardia;20;Mantova;MN;45,15726772;10,79277363;1;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_04.pdf;2013-09-26;8;Emilia-Romagna;36;Modena;MO;44,64600009;10,92615487;0;4;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_04.pdf;2013-09-26;5;Veneto;28;Padova;PD;45,40692987;11,87608718;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_04.pdf;2013-09-26;8;Emilia-Romagna;34;Parma;PR;44,80107394;10,32834985;1;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_04.pdf;2013-09-26;8;Emilia-Romagna;35;Reggio nell'Emilia;RE;44,69735289;10,63007973;1;4;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_04.pdf;2013-09-26;5;Veneto;29;Rovigo;RO;45,07107289;11,79007;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_04.pdf;2013-09-26;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;3;3;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_04.pdf;2013-09-26;5;Veneto;27;Venezia;VE;45,43490485;12,33845213;2;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf;2013-10-03;8;Emilia-Romagna;37;Bologna;BO;44,49436681;11,3417208;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf;2013-10-03;3;Lombardia;19;Cremona;CR;45,13336675;10,02420865;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf;2013-10-03;8;Emilia-Romagna;38;Ferrara;FE;44,83599085;11,61868934;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf;2013-10-03;16;Puglia;71;Foggia;FG;41,46226865;15,54305094;1;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf;2013-10-03;3;Lombardia;20;Mantova;MN;45,15726772;10,79277363;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf;2013-10-03;8;Emilia-Romagna;36;Modena;MO;44,64600009;10,92615487;1;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf;2013-10-03;5;Veneto;28;Padova;PD;45,40692987;11,87608718;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf;2013-10-03;8;Emilia-Romagna;34;Parma;PR;44,80107394;10,32834985;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf;2013-10-03;8;Emilia-Romagna;35;Reggio nell'Emilia;RE;44,69735289;10,63007973;0;4;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf;2013-10-03;5;Veneto;29;Rovigo;RO;45,07107289;11,79007;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf;2013-10-03;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;0;3;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf;2013-10-03;5;Veneto;27;Venezia;VE;45,43490485;12,33845213;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;8;Emilia-Romagna;37;Bologna;BO;44,49436681;11,3417208;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;3;Lombardia;17;Brescia;BS;45,53993052;10,21910323;1;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;3;Lombardia;19;Cremona;CR;45,13336675;10,02420865;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;8;Emilia-Romagna;38;Ferrara;FE;44,83599085;11,61868934;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;16;Puglia;71;Foggia;FG;41,46226865;15,54305094;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;3;Lombardia;98;Lodi;LO;45,31440693;9,503720769;1;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;3;Lombardia;20;Mantova;MN;45,15726772;10,79277363;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;8;Emilia-Romagna;36;Modena;MO;44,64600009;10,92615487;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;5;Veneto;28;Padova;PD;45,40692987;11,87608718;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;8;Emilia-Romagna;34;Parma;PR;44,80107394;10,32834985;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;8;Emilia-Romagna;35;Reggio nell'Emilia;RE;44,69735289;10,63007973;0;4;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;5;Veneto;29;Rovigo;RO;45,07107289;11,79007;0;5;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;5;Veneto;26;Treviso;TV;45,66754571;12,24507363;0;3;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf;2013-10-10;5;Veneto;27;Venezia;VE;45,43490485;12,33845213;0;2;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_07.pdf;2013-10-17;8;Emilia-Romagna;37;Bologna;BO;44,49436681;11,3417208;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_07.pdf;2013-10-17;3;Lombardia;17;Brescia;BS;45,53993052;10,21910323;0;1;Uomo
https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_07.pdf;2013-10-17;3;Lombardia;19;Cremona;CR;45,13336675;10,02420865;NA;1;Uomo
