"url_bollettino","data","host","nuovi_casi","casi_totali"
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,"equidi",4,4
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,"uccelli bersaglio",9,15
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,"uccelli selvatici",4,10
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,"zanzare",52,100
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,"uomini",50,144
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,"equidi",2,6
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,"uccelli bersaglio",5,20
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,"uccelli selvatici",11,21
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_08.pdf",2022-08-09,"zanzare",21,121
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,"uomini",86,230
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,"equidi",2,8
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,"uccelli bersaglio",30,50
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,"uccelli selvatici",8,29
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_09.pdf",2022-08-16,"zanzare",52,173
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,"uomini",71,301
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,"equidi",7,15
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,"uccelli bersaglio",16,66
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,"uccelli selvatici",47,76
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_10.pdf",2022-08-23,"zanzare",13,186
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,"uomini",85,386
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,"equidi",4,19
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,"uccelli bersaglio",6,72
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,"uccelli selvatici",3,79
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_11.pdf",2022-08-30,"zanzare",2,188
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,"uomini",54,440
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,"equidi",8,27
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,"uccelli bersaglio",30,102
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,"uccelli selvatici",34,113
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_12.pdf",2022-09-06,"zanzare",15,203
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_13.pdf",2022-09-13,"uomini",35,475
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_13.pdf",2022-09-13,"equidi",5,32
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_13.pdf",2022-09-13,"uccelli bersaglio",2,104
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_13.pdf",2022-09-13,"uccelli selvatici",6,119
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_13.pdf",2022-09-13,"zanzare",5,208
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_14.pdf",2022-09-20,"uomini",42,517
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_14.pdf",2022-09-20,"equidi",8,40
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_14.pdf",2022-09-20,"uccelli bersaglio",8,112
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_14.pdf",2022-09-20,"uccelli selvatici",29,148
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_14.pdf",2022-09-20,"zanzare",15,223
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_15.pdf",2022-09-27,"uomini",20,537
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_15.pdf",2022-09-27,"equidi",3,43
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_15.pdf",2022-09-27,"uccelli bersaglio",7,119
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_15.pdf",2022-09-27,"uccelli selvatici",7,155
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_15.pdf",2022-09-27,"zanzare",7,230
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_16.pdf",2022-10-04,"uomini",14,551
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_16.pdf",2022-10-04,"equidi",4,47
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_16.pdf",2022-10-04,"uccelli bersaglio",3,122
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_16.pdf",2022-10-04,"uccelli selvatici",6,161
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_16.pdf",2022-10-04,"zanzare",5,235
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_17.pdf",2022-10-11,"uomini",15,566
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_17.pdf",2022-10-11,"equidi",2,49
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_17.pdf",2022-10-11,"uccelli bersaglio",4,126
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_17.pdf",2022-10-11,"uccelli selvatici",9,170
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_17.pdf",2022-10-11,"zanzare",1,236
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_18.pdf",2022-10-18,"uomini",9,575
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_18.pdf",2022-10-18,"equidi",0,49
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_18.pdf",2022-10-18,"uccelli bersaglio",2,128
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_18.pdf",2022-10-18,"uccelli selvatici",0,170
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_18.pdf",2022-10-18,"zanzare",2,238
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_19.pdf",2022-10-25,"uomini",12,587
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_19.pdf",2022-10-25,"equidi",7,56
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_19.pdf",2022-10-25,"uccelli bersaglio",10,138
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_19.pdf",2022-10-25,"uccelli selvatici",20,190
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_19.pdf",2022-10-25,"zanzare",1,239
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_20.pdf",2022-11-01,"uomini",1,588
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_20.pdf",2022-11-01,"equidi",22,78
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_20.pdf",2022-11-01,"uccelli bersaglio",3,141
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_20.pdf",2022-11-01,"uccelli selvatici",5,195
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_20.pdf",2022-11-01,"zanzare",1,240
