"url_bollettino","data","host","nuovi_casi","casi_totali"
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_01.pdf",2022-06-21,"uomini",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_01.pdf",2022-06-21,"equidi",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_01.pdf",2022-06-21,"uccelli bersaglio",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_01.pdf",2022-06-21,"uccelli selvatici",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_01.pdf",2022-06-21,"zanzare",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_02.pdf",2022-06-28,"uomini",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_02.pdf",2022-06-28,"equidi",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_02.pdf",2022-06-28,"uccelli bersaglio",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_02.pdf",2022-06-28,"uccelli selvatici",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_02.pdf",2022-06-28,"zanzare",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_03.pdf",2022-07-05,"uomini",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_03.pdf",2022-07-05,"equidi",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_03.pdf",2022-07-05,"uccelli bersaglio",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_03.pdf",2022-07-05,"uccelli selvatici",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_03.pdf",2022-07-05,"zanzare",1,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_04.pdf",2022-07-12,"uomini",1,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_04.pdf",2022-07-12,"equidi",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_04.pdf",2022-07-12,"uccelli bersaglio",0,1
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_04.pdf",2022-07-12,"uccelli selvatici",2,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_04.pdf",2022-07-12,"zanzare",8,10
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_05.pdf",2022-07-19,"uomini",14,15
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_05.pdf",2022-07-19,"equidi",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_05.pdf",2022-07-19,"uccelli bersaglio",3,4
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_05.pdf",2022-07-19,"uccelli selvatici",0,2
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_05.pdf",2022-07-19,"zanzare",21,31
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_06.pdf",2022-07-26,"uomini",27,42
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_06.pdf",2022-07-26,"equidi",0,0
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_06.pdf",2022-07-26,"uccelli bersaglio",2,6
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_06.pdf",2022-07-26,"uccelli selvatici",4,6
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_06.pdf",2022-07-26,"zanzare",17,48
"https://github.com/fbranda/west-nile/blob/main/2022/bollettini/WN_News_2022_07.pdf",2022-08-02,"uomini",52,94
